Design;Contract;Exporter;Importer;Timestep;Weight_h;Strike_K_EUR_per_MWh;Capacity_MW;P_Exporter_EUR_per_MWh;P_Importer_EUR_per_MWh;Category;Category_Label;HedgeRequirement_EUR_per_h;RO_Repayment_EUR_per_h;HedgeShortfall_EUR_per_h;ShortfallType;CR_Alloc_EUR_per_h;FTRlike_Omega_EUR_per_h;OmegaType;Shortfall_Exists;Shortfall_Hedged;Shortfall_Covered_EUR_per_h;Shortfall_Uncovered_EUR_per_h;Shortfall_Coverage_Ratio;Weighted_Delta_EUR;Weighted_CR_Alloc_EUR;Weighted_Omega_EUR;Weighted_Covered_EUR;Weighted_Uncovered_EUR
FBMC;A→B;A;B;7;43.53428519818616;320.0;5630.772836562952;342.38879341695247;120.49353371413214;3;Cat 3 — Scarcity in exporting zone only;0.0;126066.20981559539;-126066.20981559539;Over-compensated;-1.2494418008967226e6;-1.1233755910811273e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-5.488202331966505e6;-5.439355569877325e7;-4.890535336680675e7;0.0;0.0
FBMC;A→B;A;B;8;43.53428519818616;320.0;5630.772836562952;455.7756921861856;155.38835225111575;3;Cat 3 — Scarcity in exporting zone only;0.0;764522.0794275065;-764522.0794275065;Over-compensated;-1.691412874153793e6;-926890.7947262865;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-3.3282922246107403e7;-7.363445045129499e7;-4.035152820518758e7;0.0;0.0
FBMC;A→B;A;B;9;43.53428519818616;320.0;5630.772836562952;787.8607820855106;384.776040058711;2;Cat 2 — Scarcity in both zones;364739.1668227034;2.634417783060191e6;-2.2696786162374876e6;Over-compensated;-2.269678616237488e6;-4.656612873077393e-10;Exactly funded;false;false;0.0;0.0;NaN;-9.88088361875073e7;-9.880883618750733e7;-2.0272231287409627e-8;0.0;0.0
FBMC;A→B;A;B;10;43.53428519818616;320.0;5630.772836562952;1060.2009694560754;370.90761034662825;2;Cat 2 — Scarcity in both zones;286649.1895141254;4.1679035124108326e6;-3.8812543228967073e6;Over-compensated;-3.881254322896708e6;-4.656612873077393e-10;Exactly funded;false;false;0.0;0.0;NaN;-1.6896763261967817e8;-1.689676326196782e8;-2.0272231287409627e-8;0.0;0.0
FBMC;A→B;A;B;11;43.53428519818616;320.0;5630.772836562952;773.1317569593015;151.95153854986094;3;Cat 3 — Scarcity in exporting zone only;0.0;2.55148198847048e6;-2.55148198847048e6;Over-compensated;-3.4977247004301194e6;-946242.7119596396;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-1.11076944564109e8;-1.5227094465326506e8;-4.119400008915607e7;0.0;0.0
FBMC;A→B;A;B;12;43.53428519818616;320.0;5630.772836562952;1005.4369102560107;137.1239100313026;3;Cat 3 — Scarcity in exporting zone only;0.0;3.859539535447183e6;-3.859539535447183e6;Over-compensated;-4.8892732552997675e6;-1.0297337198525844e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-1.680222948698326e8;-2.1285101630808413e8;-4.482872143825154e7;0.0;0.0
FBMC;A→B;A;B;13;43.53428519818616;320.0;5630.772836562952;600.2753258461962;116.03331039064939;3;Cat 3 — Scarcity in exporting zone only;0.0;1.5781666915335918e6;-1.5781666915335918e6;Over-compensated;-2.7266567869495903e6;-1.1484900954159985e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-6.870435883950128e7;-1.1870305420063339e8;-4.9998695361132115e7;0.0;0.0
FBMC;A→B;A;B;14;43.53428519818616;320.0;5630.772836562952;550.7757774470186;111.51778432447685;3;Cat 3 — Scarcity in exporting zone only;0.0;1.2994459789853697e6;-1.2994459789853697e6;Over-compensated;-2.4733619759175642e6;-1.1739159969321946e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-5.65704518487853e7;-1.076760456579445e8;-5.110559380915919e7;0.0;0.0
FBMC;A→B;A;B;15;43.53428519818616;320.0;5630.772836562952;538.2601274493695;105.08895657726266;3;Cat 3 — Scarcity in exporting zone only;0.0;1.2289731969466778e6;-1.2289731969466778e6;Over-compensated;-2.4390884625288285e6;-1.2101152655821508e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-5.350246965680328e7;-1.0618397275133543e8;-5.268150309453214e7;0.0;0.0
FBMC;A→B;A;B;16;43.53428519818616;320.0;5630.772836562952;503.09340152468116;103.83925313747717;3;Cat 3 — Scarcity in exporting zone only;0.0;1.0309573518590884e6;-1.0309573518590884e6;Over-compensated;-2.2481094136237423e6;-1.2171520617646538e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-4.4881991383000314e7;-9.786983636942306e7;-5.298784498642273e7;0.0;0.0
FBMC;A→B;A;B;17;43.53428519818616;320.0;5630.772836562952;474.5968649131002;108.71438427952818;3;Cat 3 — Scarcity in exporting zone only;0.0;870499.8275704767;-870499.8275704767;Over-compensated;-2.0602011333257875e6;-1.1897013057553107e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-3.789658775842501e7;-8.968938370383118e7;-5.179279594540617e7;0.0;0.0
FBMC;A→B;A;B;18;43.53428519818616;320.0;5630.772836562952;511.70759923208846;123.77327984030941;3;Cat 3 — Scarcity in exporting zone only;0.0;1.0794619423187403e6;-1.0794619423187403e6;Over-compensated;-2.1843700280017657e6;-1.1049080856830254e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-4.699360405749202e7;-9.509498777739877e7;-4.810138371990674e7;0.0;0.0
FBMC;A→B;A;B;19;43.53428519818616;320.0;5630.772836562952;528.5077627342433;124.11014750197997;3;Cat 3 — Scarcity in exporting zone only;0.0;1.1740598466164903e6;-1.1740598466164903e6;Over-compensated;-2.277071107020665e6;-1.1030112604041747e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-5.111185620234099e7;-9.913066298958711e7;-4.801880678724612e7;0.0;0.0
FBMC;A→B;A;B;20;43.53428519818616;320.0;5630.772836562952;451.9670195405026;117.19489620256797;3;Cat 3 — Scarcity in exporting zone only;0.0;743076.3089508342;-743076.3089508342;Over-compensated;-1.8850257785297444e6;-1.1419494695789102e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-3.2349295957881108e7;-8.20632498484468e7;-4.9713953890565686e7;0.0;0.0
FBMC;A→B;A;B;21;43.53428519818616;320.0;5630.772836562952;368.64739990881293;101.36959477167974;3;Cat 3 — Scarcity in exporting zone only;0.0;273922.4579759589;-273922.4579759589;Over-compensated;-1.5049806049823356e6;-1.2310581470063766e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-1.1925018407713557e7;-6.551825487503975e7;-5.359323646732619e7;0.0;0.0
FBMC;A→B;A;B;31;46.39698671729721;320.0;5630.772836562952;359.8206553037116;128.1590253456823;3;Cat 3 — Scarcity in exporting zone only;0.0;224221.06421827566;-224221.06421827566;Over-compensated;-1.3044340132415695e6;-1.0802129490232938e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-1.040318173827358e7;-6.052180758595979e7;-5.011862584768621e7;0.0;0.0
FBMC;A→B;A;B;32;46.39698671729721;320.0;5630.772836562952;396.72215045228813;123.00168551185887;3;Cat 3 — Scarcity in exporting zone only;0.0;432005.00072944;-432005.00072944;Over-compensated;-1.541257758797951e6;-1.109252758068511e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-2.00437302806498e7;-7.15097157628798e7;-5.146598548223e7;0.0;0.0
FBMC;A→B;A;B;33;46.39698671729721;320.0;5630.772836562952;381.14515932928043;101.06641585756121;3;Cat 3 — Scarcity in exporting zone only;0.0;344294.502238626;-344294.502238626;Over-compensated;-1.57705978083924e6;-1.232765278600614e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-1.5974227447203986e7;-7.317082170398186e7;-5.719659425677788e7;0.0;0.0
FBMC;A→B;A;B;34;46.39698671729721;320.0;5630.772836562952;377.192217710752;87.39768218700443;3;Cat 3 — Scarcity in exporting zone only;0.0;322036.3859484969;-322036.3859484969;Over-compensated;-1.6317671988114952e6;-1.3097308128629983e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-1.494151792133881e7;-7.570908104897822e7;-6.076756312763941e7;0.0;0.0
FBMC;A→B;A;B;35;46.39698671729721;320.0;5630.772836562952;381.2081304498393;78.35482360184307;3;Cat 3 — Scarcity in exporting zone only;0.0;344649.07831375685;-344649.07831375685;Over-compensated;-1.705298173662962e6;-1.3606490953492052e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-1.5990678708652103e7;-7.912069671247163e7;-6.313001800381954e7;0.0;0.0
FBMC;A→B;A;B;36;46.39698671729721;320.0;5630.772836562952;368.104779341139;71.74687927913064;3;Cat 3 — Scarcity in exporting zone only;0.0;270867.08482294023;-270867.08482294023;Over-compensated;-1.6687240135699948e6;-1.3978569287470547e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-1.2567416536682975e7;-7.742376589244194e7;-6.4856349355758965e7;0.0;0.0
FBMC;A→B;A;B;37;46.39698671729721;320.0;5630.772836562952;343.26906343143617;70.68717120679068;3;Cat 3 — Scarcity in exporting zone only;0.0;131022.81030199108;-131022.81030199108;Over-compensated;-1.5348467144774636e6;-1.4038239041754724e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-6.079063589244432e6;-7.121226262469815e7;-6.513319903545371e7;0.0;0.0
FBMC;A→B;A;B;38;46.39698671729721;320.0;5630.772836562952;331.08690418808055;71.29975509957214;3;Cat 3 — Scarcity in exporting zone only;0.0;62427.83894382;-62427.83894382;Over-compensated;-1.4628024223757028e6;-1.4003745834318828e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-2.8964636142659863e6;-6.786962456099567e7;-6.497316094672968e7;0.0;0.0
FBMC;A→B;A;B;39;46.39698671729721;320.0;5630.772836562952;328.2494813062742;73.5846427867374;3;Cat 3 — Scarcity in exporting zone only;0.0;46450.95525510273;-46450.95525510273;Over-compensated;-1.4339598551634985e6;-1.3875088999083957e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-2.1551843539767684e6;-6.653141635315827e7;-6.43762319991815e7;0.0;0.0
FBMC;A→B;A;B;40;46.39698671729721;320.0;5630.772836562952;327.2442841105952;77.77507475099056;3;Cat 3 — Scarcity in exporting zone only;0.0;40790.91819028391;-40790.91819028391;Over-compensated;-1.4047044476208978e6;-1.3639135294306139e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-1.8925756894609598e6;-6.517405359799511e7;-6.328147790853415e7;0.0;0.0
FBMC;A→B;A;B;41;46.39698671729721;320.0;5630.772836562952;334.6923795668719;83.68760185082763;3;Cat 3 — Scarcity in exporting zone only;0.0;82729.45176961496;-82729.45176961496;Over-compensated;-1.4133508842110238e6;-1.3306214324414087e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-3.838397274884105e6;-6.557522220161914e7;-6.173682492673503e7;0.0;0.0
FBMC;A→B;A;B;42;46.39698671729721;320.0;5630.772836562952;353.00821728707547;90.39872235846266;3;Cat 3 — Scarcity in exporting zone only;0.0;185861.77328343218;-185861.77328343218;Over-compensated;-1.4786944106675491e6;-1.2928326373841169e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-8.623426226284709e6;-6.86069649306839e7;-5.998353870439919e7;0.0;0.0
FBMC;A→B;A;B;43;46.39698671729721;320.0;5630.772836562952;364.73077984381314;98.80056278808478;3;Cat 3 — Scarcity in exporting zone only;0.0;251868.86010282062;-251868.86010282062;Over-compensated;-1.497392642618685e6;-1.2455237825158644e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-1.1685956156691357e7;-6.94745065501577e7;-5.778855039346634e7;0.0;0.0
FBMC;A→B;A;B;44;46.39698671729721;320.0;5630.772836562952;341.56338086161884;113.3201290443271;3;Cat 3 — Scarcity in exporting zone only;0.0;121418.49922006478;-121418.49922006478;Over-compensated;-1.285185902461604e6;-1.1637674032415391e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-5.633452495547507e6;-5.9628753245768666e7;-5.3995300750221156e7;0.0;0.0
FBMC;A→B;A;B;45;46.39698671729721;320.0;5630.772836562952;322.96001458005406;130.69256978066971;3;Cat 3 — Scarcity in exporting zone only;0.0;16667.16969319872;-16667.16969319872;Over-compensated;-1.0826143055317402e6;-1.0659471358385414e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-773306.4508702797;-5.023004155371209e7;-4.945673510284181e7;0.0;0.0
FBMC;A→B;A;B;55;97.11387796395856;320.0;5630.772836562952;327.4541550064942;119.86828590714025;3;Cat 3 — Scarcity in exporting zone only;0.0;41972.6535300973;-41972.6535300973;Over-compensated;-1.1688688729789548e6;-1.1268962194488575e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-4.0761271527453833e6;-1.13513389086348e8;-1.094372619336026e8;0.0;0.0
FBMC;A→B;A;B;56;97.11387796395856;320.0;5630.772836562952;342.86769981510054;109.8204434482715;3;Cat 3 — Scarcity in exporting zone only;0.0;128762.82295354374;-128762.82295354374;Over-compensated;-1.3122361607858634e6;-1.1834733378323196e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-1.2504657074605249e7;-1.2743634237845184e8;-1.1493168530384658e8;0.0;0.0
FBMC;A→B;A;B;57;97.11387796395856;320.0;5630.772836562952;331.16443188086043;94.34615425899443;3;Cat 3 — Scarcity in exporting zone only;0.0;62864.379770406355;-62864.379770406355;Over-compensated;-1.333469924834827e6;-1.2706055450644207e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-6.1050037053031875e6;-1.2949843554901838e8;-1.2339343184371519e8;0.0;0.0
FBMC;A→B;A;B;58;97.11387796395856;320.0;5630.772836562952;328.44292960481755;82.73317642664901;3;Cat 3 — Scarcity in exporting zone only;0.0;47540.21867981984;-47540.21867981984;Over-compensated;-1.3835358038742188e6;-1.335995585194399e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-4.616814995251927e6;-1.343605272162082e8;-1.2974371222095628e8;0.0;0.0
FBMC;A→B;A;B;59;97.11387796395856;320.0;5630.772836562952;326.3167039288833;77.45096618571966;3;Cat 3 — Scarcity in exporting zone only;0.0;35567.92489936672;-35567.92489936672;Over-compensated;-1.4013064360354054e6;-1.3657385111360387e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-3.454139118108343e6;-1.3608630221925205e8;-1.3263216310114372e8;0.0;0.0
FBMC;A→B;A;B;60;97.11387796395856;320.0;5630.772836562952;320.24171236274606;72.52277124145867;3;Cat 3 — Scarcity in exporting zone only;0.0;1361.027406411948;-1361.027406411948;Over-compensated;-1.3948490847678822e6;-1.3934880573614703e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-132174.64945189294;-1.354592037962874e8;-1.353270291468355e8;0.0;0.0
FBMC;A→B;A;B;65;97.11387796395856;320.0;5630.772836562952;320.8690332300824;86.84490239743816;3;Cat 3 — Scarcity in exporting zone only;0.0;4893.328706018426;-4893.328706018426;Over-compensated;-1.3177367189927076e6;-1.3128433902866892e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-475210.12679380865;-1.2797052291688496e8;-1.2749531279009114e8;0.0;0.0
FBMC;A→B;A;B;66;97.11387796395856;320.0;5630.772836562952;331.2094174556568;95.80408928858917;3;Cat 3 — Scarcity in exporting zone only;0.0;63117.68332300701;-63117.68332300701;Over-compensated;-1.3255139274253119e6;-1.2623962441023048e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-6.129602995598285e6;-1.2872579778750916e8;-1.2259619479191087e8;0.0;0.0
FBMC;A→B;A;B;67;97.11387796395856;320.0;5630.772836562952;344.1549384950498;112.97410646359701;3;Cat 3 — Scarcity in exporting zone only;0.0;136010.97154677522;-136010.97154677522;Over-compensated;-1.3017267493367267e6;-1.1657157777899515e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-1.3208552892552968e7;-1.2641573267750736e8;-1.1320717978495438e8;0.0;0.0
FBMC;A→B;A;B;68;97.11387796395856;320.0;5630.772836562952;330.1720874987239;122.62576150633615;3;Cat 3 — Scarcity in exporting zone only;0.0;57276.7139789561;-57276.7139789561;Over-compensated;-1.1686462147263763e6;-1.1113695007474204e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-5.562363811528902e6;-1.1349176587997942e8;-1.0792940206845053e8;0.0;0.0
FBMC;A→B;A;B;81;40.25148227827839;320.0;5630.772836562952;323.3278441340224;111.63854195139386;3;Cat 3 — Scarcity in exporting zone only;0.0;18738.334354168845;-18738.334354168845;Over-compensated;-1.1919743725209115e6;-1.1732360381667428e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-754245.7331812823;-4.797873533168747e7;-4.722448959850619e7;0.0;0.0
FBMC;A→B;A;B;82;40.25148227827839;320.0;5630.772836562952;325.1384859235529;94.03243813460192;3;Cat 3 — Scarcity in exporting zone only;0.0;28933.64695940264;-28933.64695940264;Over-compensated;-1.3013056562554445e6;-1.272372009296042e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-1.1646221778323587e6;-5.237948156138945e7;-5.1214859383557096e7;0.0;0.0
FBMC;A→B;A;B;83;40.25148227827839;320.0;5630.772836562952;325.7040918391801;85.9188520786395;3;Cat 3 — Scarcity in exporting zone only;0.0;32118.445385315605;-32118.445385315605;Over-compensated;-1.3501762146523865e6;-1.3180577692670708e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-1.2928150352328834e6;-5.4346593976633534e7;-5.305377894140065e7;0.0;0.0
FBMC;A→B;A;B;84;40.25148227827839;320.0;5630.772836562952;321.2598760344209;81.57389390134418;3;Cat 3 — Scarcity in exporting zone only;0.0;7094.075752054005;-7094.075752054005;Over-compensated;-1.3496173174998416e6;-1.3425232417477875e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-285547.0644145662;-5.432409753780249e7;-5.403855047338792e7;0.0;0.0
FBMC;A→B;A;B;103;36.60237753673532;320.0;5630.772836562952;327.1297548553018;326.8389388822133;2;Cat 2 — Scarcity in both zones;38508.511288880916;40146.02997058634;-1637.5186817054273;Over-compensated;-1637.5186817054223;5.002220859751105e-12;Exactly funded;false;false;0.0;0.0;NaN;-59937.07701123916;-59937.07701123898;1.8309317643074268e-10;0.0;0.0
FBMC;A→B;A;B;104;36.60237753673532;320.0;5630.772836562952;354.62556747396957;291.25182896536825;3;Cat 3 — Scarcity in exporting zone only;0.0;194968.7047830055;-194968.7047830055;Over-compensated;-356843.12534567586;-161874.42056267036;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-7.1363181403158605e6;-1.3061306795290992e7;-5.924988654975131e6;0.0;0.0
FBMC;A→B;A;B;105;36.60237753673532;320.0;5630.772836562952;345.78706967429576;104.97999580143969;3;Cat 3 — Scarcity in exporting zone only;0.0;145201.13145658083;-145201.13145658083;Over-compensated;-1.3559299304154862e6;-1.2107287989589055e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-5.314706632334906e6;-4.963025922642688e7;-4.4315552594091974e7;0.0;0.0
FBMC;A→B;A;B;106;36.60237753673532;320.0;5630.772836562952;351.9099449209509;90.23275700168419;3;Cat 3 — Scarcity in exporting zone only;0.0;179677.65107711038;-179677.65107711038;Over-compensated;-1.473444801683986e6;-1.2937671506068758e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-6.576629219638191e6;-5.393158291077736e7;-4.735495369113917e7;0.0;0.0
FBMC;A→B;A;B;107;36.60237753673532;320.0;5630.772836562952;346.45099176426925;77.54020895338968;3;Cat 3 — Scarcity in exporting zone only;0.0;148939.52592639762;-148939.52592639762;Over-compensated;-1.5141755313103804e6;-1.3652360053839828e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-5.451540758100384e6;-5.542242445390934e7;-4.997088369580895e7;0.0;0.0
FBMC;A→B;A;B;108;36.60237753673532;320.0;5630.772836562952;334.85490892887657;78.1774153572291;3;Cat 3 — Scarcity in exporting zone only;0.0;83644.61768633463;-83644.61768633463;Over-compensated;-1.4452926585602942e6;-1.3616480408739597e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-3.0615918754711086e6;-5.290114753969578e7;-4.983955566422468e7;0.0;0.0
FBMC;A→B;A;B;109;36.60237753673532;320.0;5630.772836562952;328.49341651762546;80.88033928435364;3;Cat 3 — Scarcity in exporting zone only;0.0;47824.49901706055;-47824.49901706055;Over-compensated;-1.3942529892628714e6;-1.346428490245811e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-1.7504903685276774e6;-5.1032974294721395e7;-4.928248392619372e7;0.0;0.0
FBMC;A→B;A;B;110;36.60237753673532;320.0;5630.772836562952;320.4460429179946;80.38355488715058;3;Cat 3 — Scarcity in exporting zone only;0.0;2511.5663465852085;-2511.5663465852085;Over-compensated;-1.3517373366817953e6;-1.34922577033521e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-91929.29962627083;-4.947680032772817e7;-4.93848710281019e7;0.0;0.0
FBMC;A→B;A;B;113;36.60237753673532;320.0;5630.772836562952;320.4602141487589;98.21693518065415;3;Cat 3 — Scarcity in exporting zone only;0.0;2591.3613278335206;-2591.3613278335206;Over-compensated;-1.2514014183222866e6;-1.248810056994453e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-94849.98565545827;-4.580426716343838e7;-4.570941717778292e7;0.0;0.0
FBMC;A→B;A;B;114;36.60237753673532;320.0;5630.772836562952;328.5375723828965;117.35340289984181;3;Cat 3 — Scarcity in exporting zone only;0.0;48073.13066380356;-48073.13066380356;Over-compensated;-1.189130085037291e6;-1.1410569543734875e6;Deficit (CR^alloc < Δ);false;false;0.0;0.0;NaN;-1.7595908779293452e6;-4.35249883128251e7;-4.1765397434895754e7;0.0;0.0
