Timestep;Day;DayOfYear;EOM_price;CM_price;TotalCapOffer;TotalCapDemanded;TotalLocalCapSupply;Gen_A_MidMerit;new_capacity_Gen_A_MidMerit;Capacity_Gen_A_MidMerit;Gen_A_Baseload;new_capacity_Gen_A_Baseload;Capacity_Gen_A_Baseload;Gen_A_Peak;new_capacity_Gen_A_Peak;Capacity_Gen_A_Peak;Gen_A_WindOnshore;new_capacity_Gen_A_WindOnshore;Capacity_Gen_A_WindOnshore;Gen_A_PV;new_capacity_Gen_A_PV;Capacity_Gen_A_PV;Cons_A;Inelastic_Cons_A;Elastic_Cons_A;ENS_Cons_A;CapDemand_Cons_A;NetworkManager;CapacityManager
96;4;230;241.38955848005384;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;5824.674248324489;12006.12127555782;12006.12127555782;27673.690999552455;39329.66255027347;39329.66255027347;3534.739241290583;11686.8210337932;11686.8210337932;1080.2231783500958;0.0;13700.0;0.9274629932714726;0.0;15403.0;-44114.25512354937;-42452.159999999996;-1662.0951235493703;0.0;17629.87;6000.000000000002;-3443.0999429123794
97;5;271;227.45891204620685;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;5389.341509320961;12006.12127555782;12006.12127555782;25932.360460756314;39329.66255027347;39329.66255027347;3186.473061023029;11686.8210337932;11686.8210337932;2066.8133902502;0.0;13700.0;0.9480437755130013;0.0;15403.0;-42575.936458648204;-40966.08;-1609.856458648203;0.0;17629.87;5999.9999999999945;-3443.0999429123794
98;5;271;225.01567674513993;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;5312.990399644982;12006.12127555782;12006.12127555782;25626.956093843222;39329.66255027347;39329.66255027347;3125.3921751592643;11686.8210337932;11686.8210337932;1842.2324903635863;0.0;13700.0;0.915512861647359;0.0;15403.0;-41908.486665477896;-40322.88;-1585.6066654779006;0.0;17629.87;5999.999999999994;-3443.0999429123794
99;5;271;226.86999240126775;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;5370.937769365909;12006.12127555782;12006.12127555782;25858.745512640304;39329.66255027347;39329.66255027347;3171.750069360333;11686.8210337932;11686.8210337932;1684.9240176773355;0.0;13700.0;0.9420687097009445;0.0;15403.0;-42087.299431289095;-40495.68;-1591.6194312890923;0.0;17629.87;5999.999999999994;-3443.0999429123794
100;5;271;234.09109596579302;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;5596.597275583121;12006.12127555782;12006.12127555782;26761.38331942757;39329.66255027347;39329.66255027347;3352.277668621635;11686.8210337932;11686.8210337932;1493.4540598799188;0.0;13700.0;0.9121933806406609;0.0;15403.0;-43204.6245101757;-41573.76;-1630.8645101756986;0.0;17629.87;5999.9999999999945;-3443.0999429123794
101;5;271;251.75538440185434;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;6148.606337136914;12006.12127555782;12006.12127555782;28969.419038146483;39329.66255027347;39329.66255027347;3793.88490405825;11686.8210337932;11686.8210337932;1461.0323629479924;0.0;13700.0;1.0137694994456254;0.0;15403.0;-46373.95640446122;-44631.36;-1742.596404461221;0.0;17629.87;6000.000000000005;-3443.0999429123794
102;5;271;295.46893185098764;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;7514.654821041395;12006.12127555782;12006.12127555782;34433.61158486908;39329.66255027347;39329.66255027347;4886.723654858186;11686.8210337932;11686.8210337932;1464.5520835136551;0.0;13700.0;1.5395752909066178;0.0;15403.0;-54301.08171063851;-52283.52;-2017.56171063851;0.0;17629.87;5999.999999999996;-3443.0999429123794
103;5;271;324.9402515060494;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;8435.632785256239;12006.12127555782;12006.12127555782;38117.563254668785;39329.66255027347;39329.66255027347;5623.506120306969;11686.8210337932;11686.8210337932;1376.240386127315;0.0;13700.0;64.64158143583542;0.0;15403.0;-59487.072407201544;-57293.759999999995;-2193.3124072015466;0.0;17629.87;5869.48824692627;-3443.0999429123794
104;5;271;350.05453002191683;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;9220.458949476953;12006.12127555782;12006.12127555782;39329.662550273344;39329.66255027347;39329.66255027347;6251.365935490431;11686.8210337932;11686.8210337932;1106.283562450591;0.0;13700.0;538.4815616331699;0.0;15403.0;-62142.70249607429;-59866.56;-2276.142496074294;0.0;17629.87;5696.449980514588;-3443.0999429123794
105;5;271;346.02704089500236;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;9094.595673130189;12006.12127555782;12006.12127555782;39329.662550273344;39329.66255027347;39329.66255027347;6150.6763448583715;11686.8210337932;11686.8210337932;889.6048953482658;0.0;13700.0;1359.3181776960862;0.0;15403.0;-62823.85763313408;-60520.32;-2303.5376331340804;0.0;17629.87;5999.999999999987;-3443.0999429123794
106;5;271;352.1498702315199;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;9285.934089892196;12006.12127555782;12006.12127555782;39329.66255027346;39329.66255027347;39329.66255027347;6303.747078282752;11686.8210337932;11686.8210337932;782.9238263555883;0.0;13700.0;2202.8952303434908;0.0;15403.0;-63905.162766979214;-61565.759999999995;-2339.4027669792176;0.0;17629.87;5999.999999995531;-3443.0999429123794
107;5;271;346.6908970728021;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;9115.341178611901;12006.12127555782;12006.12127555782;39329.66255027346;39329.66255027347;39329.66255027347;6167.272749269981;11686.8210337932;11686.8210337932;757.0783681643487;0.0;13700.0;3012.6620411452723;0.0;15403.0;-64382.01687929526;-62021.759999999995;-2360.256879295265;0.0;17629.87;6000.000000000003;-3443.0999429123794
108;5;271;335.09481401856954;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;8752.963583792898;12006.12127555782;12006.12127555782;39329.66255024051;39329.66255027347;39329.66255027347;5877.370672955986;11686.8210337932;11686.8210337932;784.7741655053923;0.0;13700.0;3532.116337648047;0.0;15403.0;-64276.88730186371;-61913.28;-2363.607301863711;0.0;17629.87;5999.9999999999945;-3443.0999429123794
109;5;271;328.4934061935655;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;8546.669735051766;12006.12127555782;12006.12127555782;38561.67023835288;39329.66255027347;39329.66255027347;5712.335559938781;11686.8210337932;11686.8210337932;799.3360134606838;0.0;13700.0;3581.6907947944796;0.0;15403.0;-63201.7023315077;-60873.6;-2328.1023315077005;0.0;17629.87;5999.999999999988;-3443.0999429123794
110;5;271;320.446032922066;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;8295.189295315222;12006.12127555782;12006.12127555782;37555.74875514662;39329.66255027347;39329.66255027347;5511.151215346521;11686.8210337932;11686.8210337932;776.0017298298909;0.0;13700.0;3410.04640700393;0.0;15403.0;-61548.13739286976;-59276.159999999996;-2271.9773928697605;0.0;17629.87;5999.999999999999;-3443.0999429123794
111;5;271;315.5927696180612;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;8143.524802650604;12006.12127555782;12006.12127555782;36949.090943636766;39329.66255027347;39329.66255027347;5389.819625362336;11686.8210337932;11686.8210337932;731.6331168386213;0.0;13700.0;2982.354515657915;0.0;15403.0;-60196.42299455737;-57971.52;-2224.9029945573693;0.0;17629.87;5999.999999999993;-3443.0999429123794
112;5;271;312.60258066351753;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;8050.081395271412;12006.12127555782;12006.12127555782;36575.3173428542;39329.66255027347;39329.66255027347;5315.064900186942;11686.8210337932;11686.8210337932;654.6661724037936;0.0;13700.0;2211.46281082178;0.0;15403.0;-58806.592611981505;-56631.36;-2175.232611981508;0.0;17629.87;5999.999999999997;-3443.0999429123794
113;5;271;320.46020401907316;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;8295.632152558848;12006.12127555782;12006.12127555782;37557.52007043279;39329.66255027347;39329.66255027347;5511.505498113345;11686.8210337932;11686.8210337932;559.2575967896896;0.0;13700.0;1117.2729089230781;0.0;15403.0;-59041.1882169115;-56861.759999999995;-2179.4282169115063;0.0;17629.87;6000.000000000001;-3443.0999429123794
114;5;271;328.53756192011326;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;8548.049612540308;12006.12127555782;12006.12127555782;38567.18962903046;39329.66255027347;39329.66255027347;5713.439458729999;11686.8210337932;11686.8210337932;427.0157846752175;0.0;13700.0;218.26716242582805;0.0;15403.0;-59473.96163716957;-57283.2;-2190.761637169567;0.0;17629.87;5999.999999999997;-3443.0999429123794
115;5;271;338.7814014041683;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;8868.16943915026;12006.12127555782;12006.12127555782;39329.66255027337;39329.66255027347;39329.66255027347;5969.535357636261;11686.8210337932;11686.8210337932;388.5675158394918;0.0;13700.0;3.2046269638657665;0.0;15403.0;-60559.13948168722;-58334.4;-2224.739481687216;0.0;17629.87;5999.999999999991;-3443.0999429123794
116;5;271;323.3203144998486;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;8385.009536930624;12006.12127555782;12006.12127555782;37915.07264269112;39329.66255027347;39329.66255027347;5583.007584102906;11686.8210337932;11686.8210337932;530.1740450862942;0.0;13700.0;0.9433965021036238;0.0;15403.0;-58151.37492714197;-56006.4;-2144.9749271419696;0.0;17629.87;5737.167686569607;-3443.0999429123794
117;5;271;302.74998455496836;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;7742.186746487941;12006.12127555782;12006.12127555782;35343.78125034307;39329.66255027347;39329.66255027347;5068.749345740445;11686.8210337932;11686.8210337932;695.6892289282797;0.0;13700.0;1.02372794246572;0.0;15403.0;-54439.68336961605;-52420.799999999996;-2018.8833696160527;0.0;17629.87;5588.253035135807;-3443.0999429123794
118;5;271;279.48900711711735;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;7015.281263733916;12006.12127555782;12006.12127555782;32436.15862909731;39329.66255027347;39329.66255027347;4487.224941463838;11686.8210337932;11686.8210337932;800.4341119280904;0.0;13700.0;0.8750151933656413;0.0;15403.0;-50727.82394084436;-48835.2;-1892.6239408443653;0.0;17629.87;5987.849945146165;-3443.0999429123794
119;5;271;258.55345594699463;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;6361.04609258536;12006.12127555782;12006.12127555782;29819.17784372464;39329.66255027347;39329.66255027347;3963.8367027506974;11686.8210337932;11686.8210337932;887.0066387383794;0.0;13700.0;1.0144333956469649;0.0;15403.0;-47032.081703616204;-45267.84;-1764.241703616205;0.0;17629.87;5999.999999999989;-3443.0999429123794
120;5;271;242.66306267088913;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;5864.471258049202;12006.12127555782;12006.12127555782;27832.878997117703;39329.66255027347;39329.66255027347;3566.576847986275;11686.8210337932;11686.8210337932;935.6163328183334;0.0;13700.0;0.9374214362915672;0.0;15403.0;-44200.48085039832;-42535.68;-1664.8008503983183;0.0;17629.87;5999.99999999999;-3443.0999429123794
121;6;289;199.67987741754632;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;4521.246602543967;12006.12127555782;12006.12127555782;22459.98165397886;39329.66255027347;39329.66255027347;2491.997157110863;11686.8210337932;11686.8210337932;4137.8345110169585;0.0;13700.0;0.6851408797825052;0.0;15403.0;-39611.74506000405;-38103.36;-1508.3850600040448;0.0;17629.87;5999.999999999984;-3443.0999429123794
122;6;289;195.39920562391842;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;4387.475597786985;12006.12127555782;12006.12127555782;21924.89775824167;39329.66255027347;39329.66255027347;2384.980356533899;11686.8210337932;11686.8210337932;3972.228539506408;0.0;13700.0;0.7083772468293924;0.0;15403.0;-38670.29062393222;-37196.159999999996;-1474.1306239322196;0.0;17629.87;5999.99999999999;-3443.0999429123794
123;6;289;191.66284202393743;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;4270.714225423408;12006.12127555782;12006.12127555782;21457.852377287396;39329.66255027347;39329.66255027347;2291.5712614852887;11686.8210337932;11686.8210337932;3873.3811493442045;0.0;13700.0;0.7123606240374303;0.0;15403.0;-37894.23136890647;-36448.32;-1445.9113689064704;0.0;17629.87;5999.999999999991;-3443.0999429123794
124;6;289;192.3287116072718;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;4291.522651590425;12006.12127555782;12006.12127555782;21541.086063403844;39329.66255027347;39329.66255027347;2308.2180019324373;11686.8210337932;11686.8210337932;3840.2343862701314;0.0;13700.0;0.7482110189097706;0.0;15403.0;-37981.80930893636;-36532.799999999996;-1449.0093089363688;0.0;17629.87;5999.999999999981;-3443.0999429123794
125;6;289;195.86183966483978;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;4401.932912816649;12006.12127555782;12006.12127555782;21982.727004615328;39329.66255027347;39329.66255027347;2396.546208197081;11686.8210337932;11686.8210337932;3936.114810719499;0.0;13700.0;0.696427115205279;0.0;15403.0;-38718.017358064244;-37242.24;-1475.7773580642483;0.0;17629.87;5999.999999999992;-3443.0999429123794
126;6;289;202.15918973734816;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;4598.72511901094;12006.12127555782;12006.12127555782;22769.89564865412;39329.66255027347;39329.66255027347;2553.9799684191976;11686.8210337932;11686.8210337932;4124.506016627139;0.0;13700.0;0.7687918011512993;0.0;15403.0;-40047.875538903674;-38523.84;-1524.035538903678;0.0;17629.87;5999.999999999992;-3443.0999429123794
127;6;289;212.19023785487113;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;4912.195398670437;12006.12127555782;12006.12127555782;24023.77648138559;39329.66255027347;39329.66255027347;2804.7561846596295;11686.8210337932;11686.8210337932;4235.921631655327;0.0;13700.0;14.06065764817081;0.0;15403.0;-41990.71034807912;-40396.799999999996;-1593.9103480791202;0.0;17629.87;5999.999999999989;-3443.0999429123794
128;6;289;224.85502878675862;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;5307.97014860013;12006.12127555782;12006.12127555782;25606.875114463535;39329.66255027347;39329.66255027347;3121.3759750086138;11686.8210337932;11686.8210337932;4251.115905274637;0.0;13700.0;444.8536081506429;0.0;15403.0;-44732.19074513313;-43039.68;-1692.510745133127;0.0;17629.87;5999.999999999993;-3443.0999429123794
129;6;289;235.45110851728595;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;5639.097670463082;12006.12127555782;12006.12127555782;26931.384868327343;39329.66255027347;39329.66255027347;3386.2779837776907;11686.8210337932;11686.8210337932;4006.4042294908854;0.0;13700.0;1622.5297851602065;0.0;15403.0;-47585.694530469016;-45790.08;-1795.614530469015;0.0;17629.87;5999.999999999989;-3443.0999429123794
130;6;289;243.35431727793184;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;5886.072968760025;12006.12127555782;12006.12127555782;27919.28579108098;39329.66255027347;39329.66255027347;3583.8582153547695;11686.8210337932;11686.8210337932;3804.0008424648445;0.0;13700.0;3171.9174619226237;0.0;15403.0;-50365.13527252073;-48468.479999999996;-1896.6552725207355;0.0;17629.87;5999.999999999997;-3443.0999429123794
131;6;289;247.50336295291967;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;6015.730660577943;12006.12127555782;12006.12127555782;28437.916398481582;39329.66255027347;39329.66255027347;3687.5843646445614;11686.8210337932;11686.8210337932;3929.6287420441886;0.0;13700.0;4537.609043151572;0.0;15403.0;-52608.4692016531;-50629.439999999995;-1979.029201653104;0.0;17629.87;5999.999999999987;-3443.0999429123794
132;6;289;242.65234309027798;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;5864.136277803129;12006.12127555782;12006.12127555782;27831.539000027915;39329.66255027347;39329.66255027347;3566.3088619025907;11686.8210337932;11686.8210337932;3882.380862992712;0.0;13700.0;5297.0750943626535;0.0;15403.0;-52441.4400899961;-50466.24;-1975.200089996102;0.0;17629.87;5999.999999999991;-3443.0999429123794
133;6;289;232.6604494241997;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;5551.889572451134;12006.12127555782;12006.12127555782;26582.552490230304;39329.66255027347;39329.66255027347;3316.5115057669786;11686.8210337932;11686.8210337932;3150.271574096514;0.0;13700.0;5529.8676417775905;0.0;15403.0;-50131.09277758999;-48238.08;-1893.0127775899862;0.0;17629.87;5999.999999999983;-3443.0999429123794
134;6;289;226.15342029209177;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;5348.544893804094;12006.12127555782;12006.12127555782;25769.17397689342;39329.66255027347;39329.66255027347;3153.8357681102625;11686.8210337932;11686.8210337932;3044.9745538470634;0.0;13700.0;5177.551205650672;0.0;15403.0;-48494.080391805684;-46659.84;-1834.2403918056907;0.0;17629.87;5999.999999999988;-3443.0999429123794
135;6;289;228.32870666121332;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;5416.522596447705;12006.12127555782;12006.12127555782;26041.084748103443;39329.66255027347;39329.66255027347;3208.2179291821985;11686.8210337932;11686.8210337932;2952.1197674133446;0.0;13700.0;4091.8704613645423;0.0;15403.0;-47709.815495965275;-45906.24;-1803.5754959652752;0.0;17629.87;5999.999999999989;-3443.0999429123794
136;6;289;237.2375267717814;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;5694.923244169577;12006.12127555782;12006.12127555782;27154.68712763459;39329.66255027347;39329.66255027347;3430.9384418028535;11686.8210337932;11686.8210337932;2341.300950910554;0.0;13700.0;2362.4208568747886;0.0;15403.0;-46984.27061460057;-45212.159999999996;-1772.11061460058;0.0;17629.87;5999.9999999999845;-3443.0999429123794
137;6;289;257.80888167406624;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;6337.778141710508;12006.12127555782;12006.12127555782;29726.10609297944;39329.66255027347;39329.66255027347;3945.222343452359;11686.8210337932;11686.8210337932;1516.8692495282771;0.0;13700.0;680.4225694795844;0.0;15403.0;-48206.39838963365;-46397.759999999995;-1808.6383896336547;0.0;17629.87;5999.999999999991;-3443.0999429123794
138;6;289;277.4520366051136;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;6951.626791533814;12006.12127555782;12006.12127555782;32181.500051525298;39329.66255027347;39329.66255027347;4436.301246535925;11686.8210337932;11686.8210337932;1282.403610625443;0.0;13700.0;26.61227923069848;0.0;15403.0;-50878.4439711926;-48979.2;-1899.2439711926038;0.0;17629.87;5999.9999999999945;-3443.0999429123794
139;6;289;280.2746995104401;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;7039.835015784185;12006.12127555782;12006.12127555782;32534.332855393262;39329.66255027347;39329.66255027347;4506.867823499677;11686.8210337932;11686.8210337932;1258.2361802946887;0.0;13700.0;1.4287046252828983;0.0;15403.0;-51340.70057123074;-49425.6;-1915.1005712307349;0.0;17629.87;5999.999999999985;-3443.0999429123794
140;6;289;264.3143545823897;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;6541.074190837932;12006.12127555782;12006.12127555782;30539.2900614856;39329.66255027347;39329.66255027347;4107.859176776017;11686.8210337932;11686.8210337932;1433.7429485043353;0.0;13700.0;1.175096276371157;0.0;15403.0;-48623.14146609929;-46801.92;-1821.2214660992925;0.0;17629.87;5999.99999999999;-3443.0999429123794
141;6;289;252.41669090376448;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;6169.272167197596;12006.12127555782;12006.12127555782;29052.082337754164;39329.66255027347;39329.66255027347;3810.4175675660013;11686.8210337932;11686.8210337932;1425.738193590919;0.0;13700.0;0.9241435122647744;0.0;15403.0;-46458.43440226916;-44712.96;-1745.4744022691593;0.0;17629.87;5999.99999999999;-3443.0999429123794
142;6;289;244.85690133123416;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;5933.028722649272;12006.12127555782;12006.12127555782;28107.108784188156;39329.66255027347;39329.66255027347;3621.4228178057956;11686.8210337932;11686.8210337932;1453.8564315122242;0.0;13700.0;0.8418203832986594;0.0;15403.0;-45116.25856944699;-43417.92;-1698.3385694469891;0.0;17629.87;5999.9999999999945;-3443.0999429123794
143;6;289;227.5678307851492;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;5392.74522031069;12006.12127555782;12006.12127555782;25945.975300512306;39329.66255027347;39329.66255027347;3189.1960296983616;11686.8210337932;11686.8210337932;1571.3054120792717;0.0;13700.0;0.7535221885204878;0.0;15403.0;-42099.975478306165;-40508.159999999996;-1591.8154783061661;0.0;17629.87;5999.999999999992;-3443.0999429123794
