Timestep;Day;DayOfYear;EOM_price;CM_price;TotalCapOffer;TotalCapDemanded;TotalLocalCapSupply;Gen_B_MidMerit;new_capacity_Gen_B_MidMerit;Capacity_Gen_B_MidMerit;Gen_B_Baseload;new_capacity_Gen_B_Baseload;Capacity_Gen_B_Baseload;Gen_B_Peak;new_capacity_Gen_B_Peak;Capacity_Gen_B_Peak;Gen_B_WindOnshore;new_capacity_Gen_B_WindOnshore;Capacity_Gen_B_WindOnshore;Gen_B_PV;new_capacity_Gen_B_PV;Capacity_Gen_B_PV;Cons_B;Inelastic_Cons_B;Elastic_Cons_B;ENS_Cons_B;CapDemand_Cons_B;NetworkManager;CapacityManager
127;6;289;82.46367666680779;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;858.2512386364402;2145.203441041757;2145.203441041757;7808.290549652049;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;1567.2093365163619;0.0;5315.0;0.0;0.0;8788.0;-7246.019736131114;-6961.92;-284.0997361311141;0.0;15468.46;-2987.730989135009;853.3526925324056
128;6;289;85.60994611106489;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;956.6047169484175;2145.203441041757;2145.203441041757;8202.525154280842;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;1248.7971977217014;0.0;5315.0;123.12998409913808;0.0;8788.0;-7696.405473909599;-7394.88;-301.52547390959944;0.0;15468.46;-2834.650032169187;853.3526925324056
129;6;289;82.93357045677843;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;872.9641137138782;2145.203441041757;2145.203441041757;7867.865355357902;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;993.5311580799679;0.0;5315.0;1268.0537391109199;0.0;8788.0;-8158.22848174754;-7838.4;-319.82848174754093;0.0;15468.46;-2844.1844737126617;853.3526925324056
130;6;289;75.10612831907889;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;628.3164296163742;2145.203441041757;2145.203441041757;6888.2663803437845;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;533.1282189135175;0.0;5315.0;2915.9259787240444;0.0;8788.0;-8465.637008801577;-8133.12;-332.5170088015777;0.0;15468.46;-2500.000000002817;853.3526925324056
131;6;289;70.30361165612223;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;478.23787691888504;2145.203441041757;2145.203441041757;6287.9514033513715;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;253.05917931210584;0.0;5315.0;4173.635829431099;0.0;8788.0;-8692.884288823076;-8351.039999999999;-341.844288823076;0.0;15468.46;-2500.000000000048;853.3526925324056
132;6;289;68.9011382692477;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;434.4105831964944;2145.203441041757;2145.203441041757;6112.64223161405;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;194.2564626405969;0.0;5315.0;4359.7604017636;0.0;8788.0;-8601.069679030154;-8262.72;-338.34967903015337;0.0;15468.46;-2500.000000000017;853.3526925324056
133;6;289;68.21028627977452;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;412.82145839823784;2145.203441041757;2145.203441041757;6026.285733471578;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;187.41167870985998;0.0;5315.0;4086.8749261745693;0.0;8788.0;-8213.39379657159;-7890.24;-323.15379657158985;0.0;15468.46;-2500.000000000004;853.3526925324056
134;6;289;72.9525729551415;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;561.0179184535843;2145.203441041757;2145.203441041757;6619.071561747712;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;188.4887320579848;0.0;5315.0;3275.4761532503717;0.0;8788.0;-8144.054365305222;-7824.0;-320.05436530522155;0.0;15468.46;-2500.0000000000095;853.3526925324056
135;6;289;82.44522299119798;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;857.6632349608336;2145.203441041757;2145.203441041757;7805.652804050391;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;135.17678939385607;0.0;5315.0;1702.904958386815;0.0;8788.0;-8001.397786544188;-7687.679999999999;-313.71778654418875;0.0;15468.46;-2499.9999999999973;853.3526925324056
136;6;289;87.15557507350785;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1004.8617390658262;2145.203441041757;2145.203441041757;8394.446807843504;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;111.71900708530573;0.0;5315.0;1039.9494500381782;0.0;8788.0;-8050.977003762052;-7735.679999999999;-315.2970037620525;0.0;15468.46;-2500.000000000025;853.3526925324056
137;6;289;93.06497517408029;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1189.5304945404403;2145.203441041757;2145.203441041757;9133.121810532148;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;155.61003005542722;0.0;5315.0;349.97976884908934;0.0;8788.0;-8328.242103671233;-8002.5599999999995;-325.6821036712334;0.0;15468.46;-2500.0000000000523;853.3526925324056
138;6;289;99.37161148492633;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1386.651524748582;2145.203441041757;2145.203441041757;9570.828798741113;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;282.18358107262804;0.0;5315.0;31.20868115898338;0.0;8788.0;-8740.30598453589;-8399.039999999999;-341.26598453588986;0.0;15468.46;-2530.5654514634807;853.3526925324056
139;6;289;120.14849180474995;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2035.897050059448;2145.203441041757;2145.203441041757;9570.828799173212;9570.828799172587;9570.828799172587;335.80969083048655;2899.0751003770793;2899.0751003770793;457.0354989025164;0.0;5315.0;0.0;0.0;8788.0;-9114.036451338114;-8760.0;-354.03645133811415;0.0;15468.46;-3285.534389149675;853.3526925324056
140;6;289;113.23559799903884;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1819.8469775890128;2145.203441041757;2145.203441041757;9570.828799173194;9570.828799172587;9570.828799172587;220.58976890517596;2899.0751003770793;2899.0751003770793;495.9764726073778;0.0;5315.0;0.0;0.0;8788.0;-8607.24248577036;-8272.32;-334.92248577036054;0.0;15468.46;-3499.999999999976;853.3526925324056
141;6;289;105.04462491392141;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1563.879067921708;2145.203441041757;2145.203441041757;9570.828799172976;9570.828799172587;9570.828799172587;84.07355064735118;2899.0751003770793;2899.0751003770793;594.476298395493;0.0;5315.0;0.0;0.0;8788.0;-8313.258183655496;-7989.12;-324.1381836554963;0.0;15468.46;-3499.9999999999636;853.3526925324056
142;6;289;96.35169332612946;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1292.2404394291686;2145.203441041757;2145.203441041757;9543.96156836218;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;764.9848337439633;0.0;5315.0;0.0;0.0;8788.0;-8101.1868411901105;-7784.639999999999;-316.5468411901107;0.0;15468.46;-3499.9999999999236;853.3526925324056
143;6;289;90.22527179966217;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1100.7897632808329;2145.203441041757;2145.203441041757;8778.158892165311;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;1256.1563295778697;0.0;5315.0;0.0;0.0;8788.0;-7635.104984730595;-7336.32;-298.78498473059517;0.0;15468.46;-3499.9999999999286;853.3526925324056
144;6;289;84.89900277732178;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;934.3438543401239;2145.203441041757;2145.203441041757;8112.375272819008;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;1692.1299403543997;0.0;5315.0;0.0;0.0;8788.0;-7238.84906725006;-6955.2;-283.6490672500601;0.0;15468.46;-3499.9999999999222;853.3526925324056
145;7;338;104.72662474511424;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1554.0117372501127;2145.203441041757;2145.203441041757;9570.828799173165;9570.828799172587;9570.828799172587;78.78967875258047;2899.0751003770793;2899.0751003770793;486.4104804215824;0.0;5315.0;0.0;0.0;8788.0;-8780.794539760085;-8438.4;-342.3945397600856;0.0;15468.46;-2909.24446454022;853.3526925324056
146;7;338;100.09622748722404;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1409.2988879753943;2145.203441041757;2145.203441041757;9570.828799172781;9570.828799172587;9570.828799172587;1.6134923907897956;2899.0751003770793;2899.0751003770793;464.1220703195675;0.0;5315.0;0.0;0.0;8788.0;-8380.60293493417;-8053.44;-327.16293493416987;0.0;15468.46;-3065.2590038101434;853.3526925324056
147;7;338;97.30407470681797;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1322.013488815375;2145.203441041757;2145.203441041757;9570.828783117122;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;542.1930515822264;0.0;5315.0;0.0;0.0;8788.0;-8060.149509458029;-7745.28;-314.869509458029;0.0;15468.46;-3374.8854071191918;853.3526925324056
148;7;338;95.6349118695743;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1269.8437024987707;2145.203441041757;2145.203441041757;9454.352536850698;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;632.2830689827367;0.0;5315.0;0.0;0.0;8788.0;-7856.479270751594;-7549.44;-307.03927075159436;0.0;15468.46;-3499.9999976117415;853.3526925324056
149;7;338;95.00325123659634;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1250.1018470703957;2145.203441041757;2145.203441041757;9375.405362627082;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;640.1081912670736;0.0;5315.0;0.0;0.0;8788.0;-7765.6153973013525;-7462.08;-303.53539730135236;0.0;15468.46;-3499.999999984128;853.3526925324056
150;7;338;95.63446046079521;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1269.8275070447962;2145.203441041757;2145.203441041757;9454.3049426931;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;579.3975515217435;0.0;5315.0;0.0;0.0;8788.0;-7803.52999234347;-7498.5599999999995;-304.96999234347135;0.0;15468.46;-3499.999999757118;853.3526925324056
151;7;338;98.18101266161874;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1349.4263457805494;2145.203441041757;2145.203441041757;9570.828799080955;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;580.9537837063808;0.0;5315.0;0.0;0.0;8788.0;-8161.978614788662;-7843.2;-318.77861478866134;0.0;15468.46;-3339.2296761198068;853.3526925324056
152;7;338;101.47667379242606;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1452.4333836093622;2145.203441041757;2145.203441041757;9570.828799173116;9570.828799172587;9570.828799172587;24.61993205484622;2899.0751003770793;2899.0751003770793;662.7219154415832;0.0;5315.0;0.0;0.0;8788.0;-8403.463788928637;-8075.5199999999995;-327.9437889286372;0.0;15468.46;-3307.1390610670965;853.3526925324056
153;7;338;109.52340852501958;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1703.8632437681067;2145.203441041757;2145.203441041757;9570.828799173196;9570.828799172587;9570.828799172587;158.7249781839502;2899.0751003770793;2899.0751003770793;707.7075763042886;0.0;5315.0;3.2863395449776998;0.0;8788.0;-8887.255703535719;-8541.119999999999;-346.13570353572044;0.0;15468.46;-3257.1550339567825;853.3526925324056
154;7;338;123.70193383608536;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2145.2031693096583;2145.203441041757;2145.203441041757;9570.828799173223;9570.828799172587;9570.828799172587;395.03407129816316;2899.0751003770793;2899.0751003770793;654.4000297762747;0.0;5315.0;126.2739412516521;0.0;8788.0;-9435.313879881633;-9069.119999999999;-366.19387988163277;0.0;15468.46;-3456.4258773800293;853.3526925324056
155;7;338;128.52522136640434;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2145.2034410405786;2145.203441041757;2145.203441041757;9570.828799173227;9570.828799172587;9570.828799172587;475.4221980598195;2899.0751003770793;2899.0751003770793;577.9292420594015;0.0;5315.0;305.51413249988366;0.0;8788.0;-9772.423808715374;-9393.6;-378.8238087153739;0.0;15468.46;-3302.4737503453075;853.3526925324056
156;7;338;124.15559838992948;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2145.2034410294273;2145.203441041757;2145.203441041757;9570.828799173223;9570.828799172587;9570.828799172587;402.5951484963149;2899.0751003770793;2899.0751003770793;487.4040071835261;0.0;5315.0;356.3831283371967;0.0;8788.0;-10013.552161369895;-9624.96;-388.5921613698958;0.0;15468.46;-2948.862109075095;853.3526925324056
157;7;338;124.77941034720034;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2145.203441036277;2145.203441041757;2145.203441041757;9570.828799173223;9570.828799172587;9570.828799172587;412.9920145149321;2899.0751003770793;2899.0751003770793;511.0903885700457;0.0;5315.0;301.2619015898124;0.0;8788.0;-10207.247545957862;-9811.199999999999;-396.04754595786216;0.0;15468.46;-2734.1287451457974;853.3526925324056
158;7;338;119.92511980349474;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2028.9168497580956;2145.203441041757;2145.203441041757;9570.82879917322;9570.828799172587;9570.828799172587;332.0868573338243;2899.0751003770793;2899.0751003770793;611.458572206949;0.0;5315.0;261.2101194069878;0.0;8788.0;-10192.761642904268;-9796.8;-395.961642904269;0.0;15468.46;-2611.739352627082;853.3526925324056
159;7;338;117.97252628994711;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1967.8983015267345;2145.203441041757;2145.203441041757;9570.828799173216;9570.828799172587;9570.828799172587;299.54363193454395;2899.0751003770793;2899.0751003770793;642.266694099438;0.0;5315.0;146.75391672984114;0.0;8788.0;-9950.24757827955;-9563.52;-386.72757827954945;0.0;15468.46;-2677.0435628560494;853.3526925324056
160;7;338;124.06865517181613;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2145.203441026919;2145.203441041757;2145.203441041757;9570.828799173223;9570.828799172587;9570.828799172587;401.1460949592151;2899.0751003770793;2899.0751003770793;563.1758092581467;0.0;5315.0;38.647199122031324;0.0;8788.0;-9908.691150368257;-9524.16;-384.5311503682577;0.0;15468.46;-2810.3099393828293;853.3526925324056
161;7;338;141.0305474321724;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2145.203441041516;2145.203441041757;2145.203441041757;9570.828799173232;9570.828799172587;9570.828799172587;683.8442993720464;2899.0751003770793;2899.0751003770793;447.34201876939204;0.0;5315.0;1.0313103021710268;0.0;8788.0;-10037.823611040872;-9649.92;-387.903611040873;0.0;15468.46;-2810.426003821338;853.3526925324056
162;7;338;190.27673734232906;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2145.2034410417864;2145.203441041757;2145.203441041757;9570.82879917324;9570.828799172587;9570.828799172587;1504.610669183588;2899.0751003770793;2899.0751003770793;448.49380643146833;0.0;5315.0;0.0;0.0;8788.0;-10488.005718938899;-10087.68;-400.32571893889786;0.0;15468.46;-3181.1312180561354;853.3526925324056
163;7;338;203.1259140815607;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2145.203441041802;2145.203441041757;2145.203441041757;9570.828799173241;9570.828799172587;9570.828799172587;1718.763589151015;2899.0751003770793;2899.0751003770793;497.3041057140464;0.0;5315.0;0.0;0.0;8788.0;-10653.316307136341;-10248.0;-405.3163071363418;0.0;15468.46;-3278.783851555099;853.3526925324056
164;7;338;178.34262604959383;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2145.2034410417655;2145.203441041757;2145.203441041757;9570.82879917324;9570.828799172587;9570.828799172587;1305.710146228083;2899.0751003770793;2899.0751003770793;447.0606660580448;0.0;5315.0;0.0;0.0;8788.0;-10499.241922361864;-10097.279999999999;-401.96192236186425;0.0;15468.46;-2969.561154829879;853.3526925324056
165;7;338;155.38872261754153;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2145.2034410416813;2145.203441041757;2145.203441041757;9570.828799173236;9570.828799172587;9570.828799172587;923.1450886298985;2899.0751003770793;2899.0751003770793;349.5675554402182;0.0;5315.0;0.0;0.0;8788.0;-10204.119272324271;-9811.199999999999;-392.9192723242725;0.0;15468.46;-2784.6256366978173;853.3526925324056
166;7;338;136.99066283832317;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2145.2034410414053;2145.203441041757;2145.203441041757;9570.82879917323;9570.828799172587;9570.828799172587;616.5128893163296;2899.0751003770793;2899.0751003770793;289.6789931483549;0.0;5315.0;0.0;0.0;8788.0;-9810.542038915095;-9431.039999999999;-379.50203891509517;0.0;15468.46;-2811.681829986225;853.3526925324056
167;7;338;125.82243503118191;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2145.203441038961;2145.203441041757;2145.203441041757;9570.828799173225;9570.828799172587;9570.828799172587;430.37575910445184;2899.0751003770793;2899.0751003770793;238.12550493014444;0.0;5315.0;0.0;0.0;8788.0;-9647.845554382095;-9273.6;-374.24555438209427;0.0;15468.46;-2736.687696097643;853.3526925324056
168;7;338;116.18096388706394;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1911.911985639811;2145.203441041757;2145.203441041757;9570.828799173214;9570.828799172587;9570.828799172587;269.68426013118676;2899.0751003770793;2899.0751003770793;198.10747787715826;0.0;5315.0;0.0;0.0;8788.0;-9395.072019814064;-9029.76;-365.31201981406355;0.0;15468.46;-2555.4603005104827;853.3526925324056
169;8;361;81.91626866410132;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;841.1491749262011;2145.203441041757;2145.203441041757;7739.994123869035;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;2499.1506276280406;0.0;5315.0;0.0;0.0;8788.0;-8103.356593655069;-7785.599999999999;-317.7565936550702;0.0;15468.46;-2976.936776875079;853.3526925324056
170;8;361;79.04084982646768;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;751.3065997614482;2145.203441041757;2145.203441041757;7380.983393771161;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;2485.0961804690382;0.0;5315.0;0.0;0.0;8788.0;-7708.902003958653;-7406.4;-302.50200395865295;0.0;15468.46;-2908.4831114516114;853.3526925324056
171;8;361;76.92673685374284;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;685.2474268672453;2145.203441041757;2145.203441041757;7116.919582893133;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;2378.3360149212226;0.0;5315.0;0.0;0.0;8788.0;-7302.378200507153;-7015.679999999999;-286.6982005071541;0.0;15468.46;-2878.1235238974714;853.3526925324056
172;8;361;76.79646108938533;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;681.1774408704636;2145.203441041757;2145.203441041757;7100.668168371384;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;2260.027199799837;0.0;5315.0;0.0;0.0;8788.0;-7171.488324506009;-6889.92;-281.568324506009;0.0;15468.46;-2870.383144376463;853.3526925324056
173;8;361;78.24681232284796;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;726.5126722744815;2145.203441041757;2145.203441041757;7282.305411710698;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;2031.6830977251134;0.0;5315.0;0.0;0.0;8788.0;-7229.338851728839;-6945.599999999999;-283.7388517288393;0.0;15468.46;-2811.160575534861;853.3526925324056
174;8;361;81.30156818416212;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;821.9626942661354;2145.203441041757;2145.203441041757;7663.825700926956;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;1934.5856393576182;0.0;5315.0;0.0;0.0;8788.0;-7558.849543345238;-7262.4;-296.44954334523845;0.0;15468.46;-2861.5231279190257;853.3526925324056
175;8;361;87.0100661113585;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1000.2738669292299;2145.203441041757;2145.203441041757;8375.06918773855;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;1880.486788328941;0.0;5315.0;0.0;0.0;8788.0;-8014.020914825621;-7700.16;-313.86091482562136;0.0;15468.46;-3241.810362761104;853.3526925324056
176;8;361;91.8861644866354;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1152.6926665012256;2145.203441041757;2145.203441041757;8985.770449416554;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;1869.7118587115765;0.0;5315.0;0.0;0.0;8788.0;-8508.17497423464;-8175.36;-332.8149742346406;0.0;15468.46;-3499.999999999856;853.3526925324056
177;8;361;95.34112918927865;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1260.660309453803;2145.203441041757;2145.203441041757;9417.641054210007;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;1872.7759655835894;0.0;5315.0;0.284764784927844;0.0;8788.0;-9051.362093697546;-8697.6;-353.76209369754457;0.0;15468.46;-3499.999999999949;853.3526925324056
178;8;361;96.26110611446734;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1289.4095889959665;2145.203441041757;2145.203441041757;9532.638167183439;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;1773.2210671279233;0.0;5315.0;254.722100117956;0.0;8788.0;-9349.99092308097;-8984.64;-365.3509230809707;0.0;15468.46;-3499.9999999999754;853.3526925324056
179;8;361;93.44312853509702;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1201.3477878617152;2145.203441041757;2145.203441041757;9180.390977302693;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;1599.028569715254;0.0;5315.0;922.4377981822106;0.0;8788.0;-9403.205132744335;-9035.52;-367.6851327443337;0.0;15468.46;-3499.9999999999477;853.3526925324056
180;8;361;91.93750303056481;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1154.2031688741793;2145.203441041757;2145.203441041757;8989.4478673369;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;1461.9086881586577;0.0;5315.0;1424.5743183292323;0.0;8788.0;-9541.21994726926;-9168.0;-373.21994726925965;0.0;15468.46;-3488.9174015198823;853.3526925324056
181;8;361;85.76885064305067;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;961.5224525703261;2145.203441041757;2145.203441041757;8221.123809380488;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;1442.2755442699802;0.0;5315.0;1303.984128257829;0.0;8788.0;-9428.905993160803;-9059.52;-369.38599316080285;0.0;15468.46;-2500.000002621055;853.3526925324056
182;8;361;84.76666247247981;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;930.2082109267943;2145.203441041757;2145.203441041757;8095.832772354819;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;1421.6181006665543;0.0;5315.0;1312.484741905202;0.0;8788.0;-9260.143825722853;-8897.279999999999;-362.86382572285476;0.0;15468.46;-2500.000000000147;853.3526925324056
183;8;361;85.34055866811268;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;948.2333557205;2145.203441041757;2145.203441041757;8170.2242838378925;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;1387.1304128459815;0.0;5315.0;1114.654028008506;0.0;8788.0;-9018.297180622048;-8664.96;-353.33718062204923;0.0;15468.46;-2601.9416965099313;853.3526925324056
184;8;361;90.44415656731711;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1107.5912826347637;2145.203441041757;2145.203441041757;8804.391516333748;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;1623.8623426277356;0.0;5315.0;657.8836166387051;0.0;8788.0;-8972.877202075655;-8621.76;-351.1172020756556;0.0;15468.46;-3220.8529171528953;853.3526925324056
185;8;361;94.02581609538076;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1219.556784503764;2145.203441041757;2145.203441041757;9253.22687833926;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;2213.819413097219;0.0;5315.0;105.65158338099938;0.0;8788.0;-9292.25465884801;-8928.96;-363.2946588480114;0.0;15468.46;-3499.9999999998267;853.3526925324056
186;8;361;95.05681320697617;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1251.7754346961751;2145.203441041757;2145.203441041757;9382.10155772895;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;2802.668657265773;0.0;5315.0;0.0;0.0;8788.0;-9936.545649360694;-9548.16;-388.38564936069423;0.0;15468.46;-3499.9999999999823;853.3526925324056
187;8;361;92.85502147981812;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1182.9694419021469;2145.203441041757;2145.203441041757;9106.877597429759;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;3176.889744037767;0.0;5315.0;0.0;0.0;8788.0;-9966.7367830593;-9576.96;-389.7767830593001;0.0;15468.46;-3499.999999999994;853.3526925324056
188;8;361;90.54641072084969;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1110.8253546412752;2145.203441041757;2145.203441041757;8818.301256982448;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;3274.0795212636726;0.0;5315.0;0.0;0.0;8788.0;-9703.206132592753;-9323.52;-379.6861325927534;0.0;15468.46;-3499.999999999957;853.3526925324056
189;8;361;85.95669210126648;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;967.3966459856222;2145.203441041757;2145.203441041757;8244.586437140493;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;3498.093429265323;0.0;5315.0;0.0;0.0;8788.0;-9210.076512123787;-8849.279999999999;-360.7965121237885;0.0;15468.46;-3499.9999999999445;853.3526925324056
190;8;361;82.76909643182243;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;867.7842807157027;2145.203441041757;2145.203441041757;7846.136981005782;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;3559.8107841809406;0.0;5315.0;0.0;0.0;8788.0;-8773.732045643865;-8429.76;-343.9720456438639;0.0;15468.46;-3499.9999999999113;853.3526925324056
191;8;361;82.16555760920009;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;848.8532585042022;2145.203441041757;2145.203441041757;7768.63771888748;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;3543.1186553530615;0.0;5315.0;0.0;0.0;8788.0;-8753.801460856434;-8410.56;-343.2414608564347;0.0;15468.46;-3406.8106538029515;853.3526925324056
192;8;361;78.90394863444025;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;747.0140942218587;2145.203441041757;2145.203441041757;7363.451808192028;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;3549.1413618303313;0.0;5315.0;0.0;0.0;8788.0;-8658.162976079171;-8318.4;-339.762976079172;0.0;15468.46;-3001.4437350672865;853.3526925324056
